Date,Open,High,Low,Close,Adj Close,Volume
2021-01-19,217.850006,231.250000,217.050003,230.000000,219.388062,19996121
2021-01-20,229.000000,229.899994,224.550003,225.750000,215.334152,12259672
2021-01-21,228.350006,233.149994,216.000000,218.449997,208.370972,16717439
2021-01-22,217.000000,222.000000,207.800003,211.500000,201.741638,20080355
2021-01-25,215.300003,217.850006,200.000000,201.250000,191.964554,21199882
2021-01-27,203.199997,204.699997,195.050003,197.699997,188.578354,16924868
2021-01-28,195.000000,198.449997,191.699997,193.600006,184.667526,15368083
2021-01-29,196.000000,199.199997,188.600006,190.850006,182.044403,16272876
2021-02-01,192.750000,207.300003,187.800003,205.899994,196.400009,19984575
2021-02-02,208.500000,218.500000,208.199997,213.600006,203.744751,22348007
2021-02-03,214.750000,221.149994,211.800003,217.550003,207.512497,17774046
2021-02-04,217.000000,226.399994,214.500000,221.949997,211.709488,25429724
2021-02-05,223.949997,225.850006,213.000000,215.300003,205.366302,14485162
2021-02-08,217.250000,221.300003,215.500000,218.750000,208.657135,9888008
2021-02-09,219.300003,225.300003,214.449997,218.850006,208.752518,16381708
2021-02-10,219.100006,234.399994,217.050003,231.149994,220.485001,44182876
2021-02-11,233.000000,238.300003,230.100006,232.250000,221.534256,20021771
2021-02-12,233.699997,240.500000,229.850006,236.850006,225.922028,32876470
2021-02-15,233.000000,236.350006,220.300003,221.949997,211.709488,38734056
2021-02-16,223.449997,229.399994,218.550003,226.100006,215.668015,20097806
2021-02-17,225.500000,227.850006,220.250000,221.500000,211.280258,15129255
2021-02-18,223.550003,233.899994,221.550003,231.250000,220.580399,23359321
2021-02-19,232.000000,247.399994,223.300003,228.899994,218.338821,56344546
2021-02-22,228.300003,231.750000,217.600006,220.000000,209.849457,19406041
